inspection_id,date,part_number,supplier_id,lot_number,quantity_received,quantity_inspected,quantity_failed,defect_type,defect_category,inspection_stage,inspector,disposition,ncr_id,cost_impact
INS-09812,2024-06-19,LARM-015,SUP-010,LOT-636,108,72,17,Thread Damage,Dimensional,In-Process Inspection,QE-Patel,MRB Review,NCR-1949,1762.63
INS-09813,2023-11-22,WHAR-005,SUP-005,LOT-595,95,24,1,Documentation Missing,Documentation,In-Process Inspection,QE-Patel,Reject,NCR-4879,81.92
INS-09814,2023-12-21,MOTOR-004,SUP-007,LOT-990,162,135,68,Corrosion,Cosmetic,Final Assembly,QE-Patel,Supplier Return,NCR-6670,4164.18
INS-09815,2023-12-24,FRAME-012,SUP-001,LOT-979,61,46,1,Contamination,Cosmetic,Final Assembly,QE-Torres,Reject,NCR-3380,829.78
INS-09816,2023-03-05,FC-014,SUP-004,LOT-761,188,116,20,Electrical Short,Electrical,In-Process Inspection,QE-Torres,Reject,NCR-8323,3418.69
INS-09817,2024-10-03,ESC-002,SUP-004,LOT-584,98,77,6,Solder Joint Failure,Electrical,In-Process Inspection,QE-Nguyen,Reject,NCR-1675,1269.46
INS-09818,2024-10-03,FRAME-012,SUP-001,LOT-249,137,82,2,Wrong Material Cert,Documentation,Final Assembly,QE-Osei,Use-As-Is,,1643.45
INS-09819,2023-07-20,GPS-013,SUP-004,LOT-719,58,16,1,Wrong Material Cert,Documentation,End-of-Line Test,QE-Patel,Use-As-Is,NCR-4129,143.63
INS-09820,2024-12-15,ESC-002,SUP-004,LOT-517,20,14,1,Corrosion,Cosmetic,Receiving Inspection,QE-Patel,Use-As-Is,,124.93
INS-09821,2024-04-17,LARM-015,SUP-010,LOT-837,45,15,1,Documentation Missing,Documentation,In-Process Inspection,QE-Torres,Use-As-Is,,125.04
INS-09822,2024-01-16,FRAME-012,SUP-001,LOT-265,165,63,1,Thread Damage,Dimensional,In-Process Inspection,QE-Nguyen,Rework,NCR-8098,446.03
INS-09823,2024-01-22,GPS-013,SUP-004,LOT-527,163,96,0,,,Receiving Inspection,QE-Osei,Accept,,0.0
INS-09824,2023-03-22,FAST-010,SUP-008,LOT-477,126,71,2,Incorrect Part Number,Documentation,Final Assembly,QE-Torres,Rework,NCR-1523,15.29
INS-09825,2024-10-26,ESC-002,SUP-004,LOT-744,68,18,1,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Osei,Rework,,139.87
INS-09826,2024-09-05,FRAME-012,SUP-001,LOT-911,199,77,2,Surface Finish,Cosmetic,Final Assembly,QE-Patel,Use-As-Is,,988.64
INS-09827,2024-08-12,WHAR-005,SUP-005,LOT-983,179,113,7,Surface Finish,Cosmetic,Final Assembly,QE-Nguyen,Reject,NCR-4166,608.54
INS-09828,2024-01-29,FC-014,SUP-004,LOT-545,106,51,7,Corrosion,Cosmetic,Receiving Inspection,QE-Nguyen,Use-As-Is,NCR-9333,2485.12
INS-09829,2024-03-04,THRM-011,SUP-005,LOT-401,40,36,5,Electrical Short,Electrical,Receiving Inspection,QE-Osei,Rework,,43.33
INS-09830,2023-10-31,MMB-001,SUP-003,LOT-590,20,7,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-09831,2023-11-10,FC-014,SUP-004,LOT-789,185,74,6,Corrosion,Cosmetic,End-of-Line Test,QE-Brooks,Use-As-Is,NCR-9336,2419.42
INS-09832,2023-09-07,MOTOR-004,SUP-007,LOT-817,151,45,13,Crack / Fracture,Composite,Final Assembly,QE-Nguyen,Supplier Return,NCR-5982,2140.6
INS-09833,2023-07-04,WING-007,SUP-006,LOT-301,129,77,3,Crack / Fracture,Composite,End-of-Line Test,QE-Patel,Use-As-Is,,1011.85
INS-09834,2024-10-15,ESC-002,SUP-004,LOT-554,198,183,4,Thread Damage,Dimensional,End-of-Line Test,QE-Patel,Use-As-Is,,436.87
INS-09835,2023-11-20,WING-007,SUP-006,LOT-562,120,117,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-09836,2023-02-25,FC-014,SUP-004,LOT-166,25,15,0,,,Final Assembly,QE-Brooks,Accept,,0.0
INS-09837,2024-01-14,GPS-013,SUP-004,LOT-838,101,33,2,Incorrect Part Number,Documentation,Receiving Inspection,QE-Patel,Use-As-Is,,569.98
INS-09838,2023-08-26,BATT-008,SUP-009,LOT-596,66,60,1,Connector Misalignment,Assembly,Final Assembly,QE-Patel,Rework,NCR-6017,264.72
INS-09839,2024-09-23,ESC-002,SUP-004,LOT-255,162,106,13,Documentation Missing,Documentation,In-Process Inspection,QE-Nguyen,Rework,,2160.89
INS-09840,2024-06-07,PROP-003,SUP-006,LOT-158,46,23,1,Delamination,Composite,Final Assembly,QE-Brooks,Reject,,78.49
INS-09841,2023-06-28,ESC-002,SUP-004,LOT-260,47,26,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-09842,2024-11-16,MOTOR-004,SUP-007,LOT-256,13,3,0,,,End-of-Line Test,QE-Patel,Accept,,0.0
INS-09843,2023-05-31,GPS-013,SUP-004,LOT-447,82,74,4,Insulation Damage,Electrical,Final Assembly,QE-Torres,Use-As-Is,,760.5
INS-09844,2024-11-09,MOTOR-004,SUP-007,LOT-915,124,67,18,Wrong Material Cert,Documentation,End-of-Line Test,QE-Osei,Reject,NCR-6860,2009.83
INS-09845,2023-02-16,MMB-001,SUP-003,LOT-764,101,84,11,Thread Damage,Dimensional,In-Process Inspection,QE-Nguyen,Use-As-Is,,1995.63
INS-09846,2024-09-22,WHAR-005,SUP-005,LOT-457,68,20,3,Corrosion,Cosmetic,In-Process Inspection,QE-Patel,Rework,NCR-3299,259.92
INS-09847,2024-11-12,LARM-015,SUP-010,LOT-525,52,46,6,Electrical Short,Electrical,In-Process Inspection,QE-Torres,Rework,NCR-1798,260.86
INS-09848,2024-01-20,GPS-013,SUP-004,LOT-626,53,38,4,Wrong Material Cert,Documentation,Final Assembly,QE-Torres,Use-As-Is,,438.19
INS-09849,2024-06-17,BATT-008,SUP-009,LOT-960,122,46,3,Wrong Material Cert,Documentation,Receiving Inspection,QE-Torres,Rework,NCR-5958,1413.66
INS-09850,2023-02-25,WHAR-005,SUP-005,LOT-804,56,24,1,Crack / Fracture,Composite,Final Assembly,QE-Patel,Reject,NCR-1867,82.46
INS-09851,2024-11-11,PYLD-009,SUP-001,LOT-841,51,51,4,Thread Damage,Dimensional,Final Assembly,QE-Brooks,Use-As-Is,NCR-4694,197.77
INS-09852,2023-08-30,THRM-011,SUP-005,LOT-669,126,36,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-09853,2024-04-06,BCON-006,SUP-004,LOT-933,123,46,14,Wrong Material Cert,Documentation,End-of-Line Test,QE-Brooks,Reject,NCR-4344,156.18
INS-09854,2023-01-28,FC-014,SUP-004,LOT-239,118,53,4,Incorrect Part Number,Documentation,Receiving Inspection,QE-Patel,Use-As-Is,,2218.62
INS-09855,2023-04-14,FRAME-012,SUP-001,LOT-206,127,73,1,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Brooks,Rework,NCR-6414,346.79
INS-09856,2023-05-12,PROP-003,SUP-006,LOT-640,157,91,3,Incorrect Part Number,Documentation,In-Process Inspection,QE-Brooks,Rework,NCR-2798,324.8
INS-09857,2023-10-05,WHAR-005,SUP-005,LOT-201,131,42,2,Solder Joint Failure,Electrical,In-Process Inspection,QE-Brooks,Use-As-Is,NCR-2786,62.21
INS-09858,2024-07-08,GPS-013,SUP-004,LOT-915,112,34,7,Contamination,Cosmetic,In-Process Inspection,QE-Torres,Supplier Return,NCR-4504,3136.11
INS-09859,2023-07-31,FC-014,SUP-004,LOT-488,179,176,9,Surface Finish,Cosmetic,Final Assembly,QE-Brooks,Reject,,4719.54
INS-09860,2024-04-26,FC-014,SUP-004,LOT-348,128,41,1,Surface Finish,Cosmetic,Receiving Inspection,QE-Patel,Reject,,465.23
INS-09861,2023-06-15,THRM-011,SUP-005,LOT-284,12,10,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-09862,2024-05-08,FC-014,SUP-004,LOT-429,64,21,1,Contamination,Cosmetic,Final Assembly,QE-Osei,Use-As-Is,,200.29
INS-09863,2024-12-13,THRM-011,SUP-005,LOT-127,31,19,1,Corrosion,Cosmetic,Receiving Inspection,QE-Osei,Use-As-Is,,2.81
INS-09864,2023-01-18,ESC-002,SUP-004,LOT-542,12,6,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-09865,2023-12-02,GPS-013,SUP-004,LOT-589,147,41,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-09866,2024-05-16,MOTOR-004,SUP-007,LOT-454,126,107,25,Corrosion,Cosmetic,End-of-Line Test,QE-Osei,MRB Review,NCR-4347,1522.15
INS-09867,2024-09-23,FC-014,SUP-004,LOT-514,194,96,8,Contamination,Cosmetic,Final Assembly,QE-Osei,Use-As-Is,NCR-9471,2345.8
INS-09868,2024-07-07,BCON-006,SUP-004,LOT-335,130,121,10,Solder Joint Failure,Electrical,In-Process Inspection,QE-Patel,Use-As-Is,,270.53
INS-09869,2024-04-24,PYLD-009,SUP-001,LOT-250,188,86,2,Documentation Missing,Documentation,In-Process Inspection,QE-Osei,Use-As-Is,,302.54
INS-09870,2024-08-13,MOTOR-004,SUP-007,LOT-992,167,126,39,Documentation Missing,Documentation,Receiving Inspection,QE-Osei,Reject,NCR-7903,7263.27
INS-09871,2024-03-04,FRAME-012,SUP-001,LOT-652,57,21,1,Surface Finish,Cosmetic,In-Process Inspection,QE-Brooks,Use-As-Is,NCR-8020,478.76
INS-09872,2023-06-29,FRAME-012,SUP-001,LOT-721,18,10,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-09873,2023-06-21,THRM-011,SUP-005,LOT-506,61,50,7,Delamination,Composite,In-Process Inspection,QE-Osei,Reject,,37.41
INS-09874,2024-01-09,THRM-011,SUP-005,LOT-330,182,118,8,Corrosion,Cosmetic,Receiving Inspection,QE-Osei,Rework,NCR-1468,64.27
INS-09875,2023-01-15,LARM-015,SUP-010,LOT-313,35,13,2,Surface Finish,Cosmetic,In-Process Inspection,QE-Patel,Supplier Return,NCR-5749,169.89
INS-09876,2023-06-23,MMB-001,SUP-003,LOT-913,156,96,10,Solder Joint Failure,Electrical,Final Assembly,QE-Brooks,Reject,,1618.79
INS-09877,2023-11-09,FRAME-012,SUP-001,LOT-918,21,11,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-09878,2023-03-16,PROP-003,SUP-006,LOT-884,69,26,1,Insulation Damage,Electrical,In-Process Inspection,QE-Torres,Reject,,102.56
INS-09879,2024-12-16,WING-007,SUP-006,LOT-494,200,186,2,Delamination,Composite,Receiving Inspection,QE-Patel,Rework,,286.81
INS-09880,2023-08-13,FAST-010,SUP-008,LOT-101,103,40,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-09881,2024-09-09,FAST-010,SUP-008,LOT-887,88,39,1,Thread Damage,Dimensional,Receiving Inspection,QE-Patel,Reject,,4.39
INS-09882,2023-02-21,THRM-011,SUP-005,LOT-196,62,34,2,Missing Hardware,Assembly,In-Process Inspection,QE-Osei,Reject,,8.19
INS-09883,2023-06-17,THRM-011,SUP-005,LOT-478,84,49,0,,,In-Process Inspection,QE-Brooks,Accept,,0.0
INS-09884,2023-01-16,BCON-006,SUP-004,LOT-999,191,120,1,Thread Damage,Dimensional,Final Assembly,QE-Nguyen,Use-As-Is,,13.05
INS-09885,2024-03-07,BCON-006,SUP-004,LOT-459,161,115,13,Thread Damage,Dimensional,Receiving Inspection,QE-Nguyen,Rework,,202.41
INS-09886,2023-09-09,BCON-006,SUP-004,LOT-401,41,31,2,Crack / Fracture,Composite,Final Assembly,QE-Patel,Rework,NCR-8860,29.79
INS-09887,2024-05-01,PROP-003,SUP-006,LOT-933,62,27,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-09888,2024-09-04,FAST-010,SUP-008,LOT-978,107,33,0,,,Final Assembly,QE-Patel,Accept,,0.0
INS-09889,2023-03-03,PROP-003,SUP-006,LOT-377,175,151,3,Surface Finish,Cosmetic,Receiving Inspection,QE-Patel,Rework,NCR-8452,261.63
INS-09890,2024-08-10,BATT-008,SUP-009,LOT-356,117,73,1,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Torres,Rework,NCR-8571,759.31
INS-09891,2024-04-07,THRM-011,SUP-005,LOT-201,88,27,1,Corrosion,Cosmetic,End-of-Line Test,QE-Brooks,Reject,NCR-7747,6.0
INS-09892,2023-04-25,THRM-011,SUP-005,LOT-597,178,151,4,Delamination,Composite,In-Process Inspection,QE-Nguyen,Rework,,27.81
INS-09893,2024-04-24,MOTOR-004,SUP-007,LOT-413,90,31,10,Wrong Material Cert,Documentation,End-of-Line Test,QE-Patel,Supplier Return,NCR-9041,1442.82
INS-09894,2023-05-01,BCON-006,SUP-004,LOT-447,21,7,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-09895,2024-05-09,PYLD-009,SUP-001,LOT-603,153,94,4,Surface Finish,Cosmetic,Receiving Inspection,QE-Brooks,Reject,NCR-8814,305.92
INS-09896,2023-08-10,BCON-006,SUP-004,LOT-779,30,19,0,,,In-Process Inspection,QE-Brooks,Accept,,0.0
INS-09897,2024-05-06,FAST-010,SUP-008,LOT-977,20,18,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-09898,2024-09-02,FAST-010,SUP-008,LOT-910,195,142,1,Incorrect Part Number,Documentation,Receiving Inspection,QE-Patel,Use-As-Is,,3.1
INS-09899,2024-09-26,PYLD-009,SUP-001,LOT-398,48,39,0,,,In-Process Inspection,QE-Brooks,Accept,,0.0
INS-09900,2023-09-04,BCON-006,SUP-004,LOT-670,114,80,3,Connector Misalignment,Assembly,End-of-Line Test,QE-Osei,Reject,,18.57
INS-09901,2024-02-24,WHAR-005,SUP-005,LOT-926,35,30,4,Delamination,Composite,Final Assembly,QE-Brooks,Use-As-Is,NCR-2206,338.24
INS-09902,2023-12-18,GPS-013,SUP-004,LOT-195,91,69,5,Insulation Damage,Electrical,In-Process Inspection,QE-Nguyen,Reject,,1399.62
INS-09903,2023-01-17,BATT-008,SUP-009,LOT-463,161,155,3,Incorrect Part Number,Documentation,End-of-Line Test,QE-Brooks,Use-As-Is,NCR-3263,1834.28
INS-09904,2023-07-08,BATT-008,SUP-009,LOT-521,64,16,1,Insulation Damage,Electrical,Final Assembly,QE-Nguyen,Use-As-Is,NCR-5826,300.99
INS-09905,2024-08-20,WHAR-005,SUP-005,LOT-617,67,46,8,Delamination,Composite,End-of-Line Test,QE-Brooks,MRB Review,NCR-1201,573.49
INS-09906,2024-12-30,FRAME-012,SUP-001,LOT-839,119,98,9,Insulation Damage,Electrical,In-Process Inspection,QE-Nguyen,Reject,,7461.62
INS-09907,2024-08-18,FC-014,SUP-004,LOT-223,35,21,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-09908,2024-12-20,BATT-008,SUP-009,LOT-444,111,45,1,Documentation Missing,Documentation,Final Assembly,QE-Torres,Reject,NCR-5090,618.98
INS-09909,2024-06-21,GPS-013,SUP-004,LOT-673,117,47,4,Thread Damage,Dimensional,End-of-Line Test,QE-Osei,Use-As-Is,,1065.34
INS-09910,2024-08-11,MMB-001,SUP-003,LOT-568,62,60,10,Electrical Short,Electrical,End-of-Line Test,QE-Brooks,Supplier Return,NCR-7261,1135.51
INS-09911,2023-03-04,PROP-003,SUP-006,LOT-341,171,48,1,Missing Hardware,Assembly,In-Process Inspection,QE-Osei,Reject,,32.57
INS-09912,2023-06-14,MMB-001,SUP-003,LOT-915,22,5,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-09913,2023-02-02,BCON-006,SUP-004,LOT-917,29,20,1,Missing Hardware,Assembly,Final Assembly,QE-Torres,Use-As-Is,,13.4
INS-09914,2023-02-02,FAST-010,SUP-008,LOT-998,68,46,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-09915,2024-04-14,WHAR-005,SUP-005,LOT-527,51,31,1,Missing Hardware,Assembly,Final Assembly,QE-Torres,Rework,NCR-7554,86.78
INS-09916,2024-10-23,BCON-006,SUP-004,LOT-576,147,43,4,Insulation Damage,Electrical,In-Process Inspection,QE-Osei,Rework,,26.79
INS-09917,2023-06-26,FAST-010,SUP-008,LOT-444,184,174,1,Delamination,Composite,End-of-Line Test,QE-Nguyen,Rework,,5.8
INS-09918,2023-09-17,WING-007,SUP-006,LOT-101,54,22,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-09919,2024-04-03,ESC-002,SUP-004,LOT-686,104,102,6,Crack / Fracture,Composite,Receiving Inspection,QE-Torres,Rework,,1519.29
INS-09920,2023-02-13,PYLD-009,SUP-001,LOT-189,81,49,1,Corrosion,Cosmetic,Final Assembly,QE-Nguyen,Reject,,44.05
INS-09921,2023-10-17,PYLD-009,SUP-001,LOT-170,142,101,9,Insulation Damage,Electrical,In-Process Inspection,QE-Patel,Use-As-Is,,1518.73
INS-09922,2023-02-28,GPS-013,SUP-004,LOT-225,176,91,10,Crack / Fracture,Composite,In-Process Inspection,QE-Torres,Use-As-Is,,2725.24
INS-09923,2023-04-19,WHAR-005,SUP-005,LOT-553,120,95,3,Corrosion,Cosmetic,Final Assembly,QE-Patel,Rework,,148.95
INS-09924,2023-04-21,FC-014,SUP-004,LOT-371,68,28,1,Insulation Damage,Electrical,Final Assembly,QE-Patel,Rework,NCR-3267,407.13
INS-09925,2024-02-05,PYLD-009,SUP-001,LOT-298,115,88,2,Crack / Fracture,Composite,Receiving Inspection,QE-Patel,Reject,,88.43
INS-09926,2024-12-23,FC-014,SUP-004,LOT-823,106,97,3,Missing Hardware,Assembly,End-of-Line Test,QE-Osei,Reject,,467.91
INS-09927,2023-01-26,BATT-008,SUP-009,LOT-236,137,115,12,Corrosion,Cosmetic,Final Assembly,QE-Osei,Use-As-Is,NCR-1883,4554.4
INS-09928,2024-05-21,ESC-002,SUP-004,LOT-832,128,77,5,Wrong Material Cert,Documentation,Receiving Inspection,QE-Brooks,Reject,NCR-3359,896.9
INS-09929,2024-10-15,FAST-010,SUP-008,LOT-726,153,70,1,Connector Misalignment,Assembly,In-Process Inspection,QE-Osei,Rework,NCR-5702,8.82
INS-09930,2024-02-01,FRAME-012,SUP-001,LOT-431,181,46,3,Wrong Material Cert,Documentation,Final Assembly,QE-Brooks,Rework,NCR-9687,2286.17
INS-09931,2023-10-18,MMB-001,SUP-003,LOT-332,39,12,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-09932,2023-09-14,WING-007,SUP-006,LOT-546,42,24,1,Surface Finish,Cosmetic,End-of-Line Test,QE-Patel,Use-As-Is,NCR-3002,363.85
INS-09933,2023-11-10,GPS-013,SUP-004,LOT-427,111,37,1,Connector Misalignment,Assembly,Receiving Inspection,QE-Osei,Reject,,391.3
INS-09934,2024-02-08,PYLD-009,SUP-001,LOT-270,16,11,1,Insulation Damage,Electrical,End-of-Line Test,QE-Nguyen,Rework,,158.36
INS-09935,2023-11-25,MMB-001,SUP-003,LOT-873,132,124,11,Connector Misalignment,Assembly,In-Process Inspection,QE-Nguyen,Use-As-Is,,1758.78
INS-09936,2023-08-31,PYLD-009,SUP-001,LOT-740,130,74,3,Surface Finish,Cosmetic,End-of-Line Test,QE-Nguyen,Rework,NCR-2077,501.71
INS-09937,2024-11-04,MMB-001,SUP-003,LOT-399,64,36,4,Surface Finish,Cosmetic,Final Assembly,QE-Brooks,Use-As-Is,NCR-1014,590.62
INS-09938,2024-01-08,GPS-013,SUP-004,LOT-406,43,27,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-09939,2024-11-03,MOTOR-004,SUP-007,LOT-338,31,9,1,Documentation Missing,Documentation,Final Assembly,QE-Patel,Use-As-Is,NCR-7564,106.35
INS-09940,2024-12-22,WHAR-005,SUP-005,LOT-382,162,132,7,Documentation Missing,Documentation,Final Assembly,QE-Torres,Use-As-Is,,213.99
INS-09941,2023-08-19,ESC-002,SUP-004,LOT-393,142,123,3,Incorrect Part Number,Documentation,End-of-Line Test,QE-Osei,Use-As-Is,,825.83
INS-09942,2023-01-14,LARM-015,SUP-010,LOT-257,189,176,63,Thread Damage,Dimensional,Final Assembly,QE-Osei,MRB Review,NCR-3245,9675.21
INS-09943,2023-06-19,LARM-015,SUP-010,LOT-522,87,86,14,Crack / Fracture,Composite,Final Assembly,QE-Patel,MRB Review,NCR-4105,713.82
INS-09944,2024-09-30,THRM-011,SUP-005,LOT-186,139,116,32,Missing Hardware,Assembly,Final Assembly,QE-Torres,MRB Review,NCR-6422,200.44
INS-09945,2023-10-10,GPS-013,SUP-004,LOT-711,191,55,2,Contamination,Cosmetic,Final Assembly,QE-Nguyen,Rework,NCR-1076,461.11
INS-09946,2024-12-15,BATT-008,SUP-009,LOT-210,34,26,1,Corrosion,Cosmetic,Receiving Inspection,QE-Brooks,Rework,NCR-2768,202.82
INS-09947,2023-05-30,THRM-011,SUP-005,LOT-995,143,58,4,Electrical Short,Electrical,Receiving Inspection,QE-Osei,Reject,NCR-7409,14.86
INS-09948,2024-08-20,FRAME-012,SUP-001,LOT-792,177,45,1,Wrong Material Cert,Documentation,In-Process Inspection,QE-Brooks,Reject,,956.32
INS-09949,2024-09-20,MMB-001,SUP-003,LOT-114,132,128,12,Electrical Short,Electrical,Receiving Inspection,QE-Nguyen,Use-As-Is,,864.16
INS-09950,2023-03-10,WING-007,SUP-006,LOT-356,178,85,2,Surface Finish,Cosmetic,End-of-Line Test,QE-Brooks,Reject,NCR-3722,515.07
INS-09951,2023-03-04,THRM-011,SUP-005,LOT-230,122,98,27,Insulation Damage,Electrical,In-Process Inspection,QE-Nguyen,Supplier Return,NCR-5745,98.69
INS-09952,2023-05-15,ESC-002,SUP-004,LOT-905,188,77,3,Electrical Short,Electrical,In-Process Inspection,QE-Nguyen,Rework,,472.83
INS-09953,2023-11-25,FRAME-012,SUP-001,LOT-476,11,11,1,Corrosion,Cosmetic,Receiving Inspection,QE-Osei,Use-As-Is,NCR-5951,415.29
INS-09954,2024-03-31,WHAR-005,SUP-005,LOT-497,31,19,2,Solder Joint Failure,Electrical,Final Assembly,QE-Torres,Use-As-Is,NCR-2752,166.41
INS-09955,2024-12-11,GPS-013,SUP-004,LOT-307,49,31,0,,,Receiving Inspection,QE-Brooks,Accept,,0.0
INS-09956,2023-01-27,LARM-015,SUP-010,LOT-205,41,21,4,Crack / Fracture,Composite,In-Process Inspection,QE-Brooks,Supplier Return,NCR-1089,440.97
INS-09957,2023-02-16,WING-007,SUP-006,LOT-809,52,29,1,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Nguyen,Reject,,510.04
INS-09958,2024-03-08,GPS-013,SUP-004,LOT-196,150,106,23,Crack / Fracture,Composite,Final Assembly,QE-Torres,Supplier Return,NCR-3597,6824.49
INS-09959,2024-02-16,MMB-001,SUP-003,LOT-245,44,15,3,Contamination,Cosmetic,End-of-Line Test,QE-Patel,Supplier Return,NCR-1683,398.65
INS-09960,2024-04-13,PYLD-009,SUP-001,LOT-133,151,53,2,Electrical Short,Electrical,Final Assembly,QE-Torres,Rework,,278.68
INS-09961,2024-04-25,ESC-002,SUP-004,LOT-510,21,14,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-09962,2023-01-13,MMB-001,SUP-003,LOT-519,73,73,6,Wrong Material Cert,Documentation,Receiving Inspection,QE-Torres,Use-As-Is,NCR-1428,451.26
INS-09963,2023-07-11,FC-014,SUP-004,LOT-454,74,34,2,Solder Joint Failure,Electrical,In-Process Inspection,QE-Brooks,Use-As-Is,,1092.88
INS-09964,2024-06-11,PYLD-009,SUP-001,LOT-360,155,93,1,Documentation Missing,Documentation,In-Process Inspection,QE-Brooks,Use-As-Is,,180.96
INS-09965,2024-03-30,MMB-001,SUP-003,LOT-678,45,29,6,Contamination,Cosmetic,In-Process Inspection,QE-Brooks,Supplier Return,NCR-9063,851.32
INS-09966,2024-03-06,PYLD-009,SUP-001,LOT-622,43,13,2,Incorrect Part Number,Documentation,Final Assembly,QE-Patel,Reject,NCR-7198,220.11
INS-09967,2024-02-02,MOTOR-004,SUP-007,LOT-445,12,11,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-09968,2023-08-05,MOTOR-004,SUP-007,LOT-591,161,50,5,Corrosion,Cosmetic,End-of-Line Test,QE-Brooks,Rework,,856.46
INS-09969,2024-12-31,GPS-013,SUP-004,LOT-360,17,6,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-09970,2024-08-22,GPS-013,SUP-004,LOT-181,188,91,4,Insulation Damage,Electrical,In-Process Inspection,QE-Osei,Rework,,1496.3
INS-09971,2024-04-14,LARM-015,SUP-010,LOT-745,155,116,22,Thread Damage,Dimensional,Receiving Inspection,QE-Nguyen,Reject,NCR-4938,892.68
INS-09972,2023-12-22,FRAME-012,SUP-001,LOT-486,59,26,1,Incorrect Part Number,Documentation,Receiving Inspection,QE-Nguyen,Use-As-Is,,494.46
INS-09973,2024-02-03,FC-014,SUP-004,LOT-206,148,76,5,Wrong Material Cert,Documentation,End-of-Line Test,QE-Nguyen,Use-As-Is,NCR-5668,1763.25
INS-09974,2023-08-21,LARM-015,SUP-010,LOT-372,178,139,2,Surface Finish,Cosmetic,End-of-Line Test,QE-Torres,Rework,,192.28
INS-09975,2023-09-08,BCON-006,SUP-004,LOT-331,157,71,3,Crack / Fracture,Composite,End-of-Line Test,QE-Patel,Rework,,78.45
INS-09976,2023-07-26,FRAME-012,SUP-001,LOT-321,106,38,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-09977,2023-11-22,THRM-011,SUP-005,LOT-705,119,67,1,Insulation Damage,Electrical,End-of-Line Test,QE-Nguyen,Use-As-Is,NCR-2533,4.13
INS-09978,2024-05-06,FRAME-012,SUP-001,LOT-410,67,60,5,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Brooks,Rework,NCR-2058,2838.64
INS-09979,2024-08-19,PROP-003,SUP-006,LOT-718,22,20,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-09980,2023-02-08,FC-014,SUP-004,LOT-475,29,15,1,Missing Hardware,Assembly,End-of-Line Test,QE-Nguyen,Use-As-Is,NCR-3787,327.23
INS-09981,2023-12-07,MMB-001,SUP-003,LOT-354,137,136,15,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Brooks,Reject,,2576.49
INS-09982,2023-06-24,MOTOR-004,SUP-007,LOT-480,76,57,15,Solder Joint Failure,Electrical,Final Assembly,QE-Osei,MRB Review,NCR-6407,2030.35
INS-09983,2024-02-26,WING-007,SUP-006,LOT-367,186,66,1,Electrical Short,Electrical,Final Assembly,QE-Brooks,Reject,,248.47
INS-09984,2024-02-15,ESC-002,SUP-004,LOT-383,37,24,2,Surface Finish,Cosmetic,In-Process Inspection,QE-Brooks,Rework,,174.26
INS-09985,2023-03-29,ESC-002,SUP-004,LOT-956,149,77,3,Contamination,Cosmetic,In-Process Inspection,QE-Brooks,Reject,NCR-1816,473.6
INS-09986,2023-03-28,THRM-011,SUP-005,LOT-630,59,20,2,Missing Hardware,Assembly,Receiving Inspection,QE-Brooks,Rework,,11.29
INS-09987,2024-03-03,WHAR-005,SUP-005,LOT-181,173,140,23,Electrical Short,Electrical,In-Process Inspection,QE-Patel,Supplier Return,NCR-2674,1734.23
INS-09988,2023-07-14,FRAME-012,SUP-001,LOT-310,82,72,1,Documentation Missing,Documentation,End-of-Line Test,QE-Osei,Reject,NCR-3232,578.49
INS-09989,2023-07-16,GPS-013,SUP-004,LOT-769,19,5,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
